Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Oladapo I.A., Hamoudah M.M., Alam M.M., Olaopa O.R., Muda R.",57193004172;57207578028;41961091200;6505669741;56031930900;,Customers’ perceptions of FinTech adaptability in the Islamic banking sector: comparative study on Malaysia and Saudi Arabia,2021,Journal of Modelling in Management,,,,,,,,10.1108/JM2-10-2020-0256,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111065587&doi=10.1108%2fJM2-10-2020-0256&partnerID=40&md5=2bec2027f32bcf82e0c43cb1ae95dc68,J. Model. Manage.,Article,Article in Press,,Scopus,2-s2.0-85111065587
"Vovk V., Denysova A., Rudoi K., Kyrychenko T.",57194161908;57207307897;57217090071;57226275215;,Management and legal aspects of the symbiosis of banking institutions and fintech companies in the credit services market in the context of digitization [Aspectos jurídicos y de gestión de la simbiosis de las entidades bancarias y las empresas fintech en el mercado de los servicios de crédito en el contexto de la digitalización],2021,Estudios de Economia Aplicada,39,7,,,,,,10.25115/eea.v39i7.5013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111046642&doi=10.25115%2feea.v39i7.5013&partnerID=40&md5=7247c0099c472126193d9352cd0f9300,Estud. Econ. Apl.,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85111046642
"Amari M., Anis J.",56754858900;55842031700;,Exploring the impact of socio-demographic characteristics on financial inclusion: empirical evidence from Tunisia,2021,International Journal of Social Economics,48,9,,1331,1346,,,10.1108/IJSE-08-2020-0527,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110893783&doi=10.1108%2fIJSE-08-2020-0527&partnerID=40&md5=75c42ec2d7de7faa7988d125347b04f0,Int. J. Soc. Econ.,Article,Final,,Scopus,2-s2.0-85110893783
"Macartney H., Wood J., Dubrova K.",26533276200;57226195139;57226184874;,"Collaboration, Adaptation, or Disruption? Wall Street, Fintech and Corporate Bond Trading",2021,New Political Economy,,,,,,,,10.1080/13563467.2021.1952556,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110859188&doi=10.1080%2f13563467.2021.1952556&partnerID=40&md5=20764a035bbb8046768531fafba0a349,New Polit. Econ.,Article,Article in Press,,Scopus,2-s2.0-85110859188
"Adam I.O., Dzang Alhassan M.",57191165409;57223706458;,The mediating role of ICT regulation on the effects of ICT access and ICT use on e-participation: Evidence from structural equation modelling and necessary condition analysis,2021,"African Journal of Science, Technology, Innovation and Development",,,,,,,,10.1080/20421338.2021.1937815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110825973&doi=10.1080%2f20421338.2021.1937815&partnerID=40&md5=5727eb4630903f29b4e02bc7e1718d7e,Afr. J. Sci. Technol. Innov. Dev.,Article,Article in Press,,Scopus,2-s2.0-85110825973
Cullen J.,56037407600;,Exchange-traded funds (ETFs) and FinTech: Market efficiency and systemic risk,2021,Routledge Handbook of Financial Technology and Law,,,,227,244,,,10.4324/9780429325670-13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110783860&doi=10.4324%2f9780429325670-13&partnerID=40&md5=d2f2ca4d8942879c93598502182e797c,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110783860
"Kaja F., Martino E.D., Pacces A.M.",57226147108;57208902582;7801330182;,FinTech and the law and economics of disintermediation,2021,Routledge Handbook of Financial Technology and Law,,,,78,95,,,10.4324/9780429325670-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110776330&doi=10.4324%2f9780429325670-5&partnerID=40&md5=b674f9e35f866c2389f1799c58fd7502,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-85110776330
Colaert V.,57194167744;,‘Computer says no’- benefits and challenges of RegTech,2021,Routledge Handbook of Financial Technology and Law,,,,431,446,,,10.4324/9780429325670-23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110754947&doi=10.4324%2f9780429325670-23&partnerID=40&md5=b593944cced87e6504a5d7ce52f68cea,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110754947
Khanagha S.,55628632400;,Leading digital strategy,2021,"Transformative Strategies: Strategic Thinking in the Age of Globalization, Disruption, Collaboration and Responsibility",,,,82,103,,,10.4324/9780429274381-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110693331&doi=10.4324%2f9780429274381-7&partnerID=40&md5=1941174f41a57a3b4bfcc2ace8a66874,"Transformative Strategies: Strategic Think. in the Age of Globalization, Disruption, Collaboration and Responsibility",Book Chapter,Final,,Scopus,2-s2.0-85110693331
Myklebust T.,57215528023;,High-frequency trading - regulatory and supervisory challenges in the pursuit of orderly markets,2021,Routledge Handbook of Financial Technology and Law,,,,381,403,,,10.4324/9780429325670-21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110690156&doi=10.4324%2f9780429325670-21&partnerID=40&md5=470e75ea007cd31652ac5603c72f1d99,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110690156
"Effendy F., Hurriyati R., Disman H., Sultan M.A., Setiyani L., Yusuf R.",57226142865;57074106300;57223030246;57210949571;57226170484;57222345549;,The Impact Of Technological-Personalenvironmental (Tpe) Factors On Server-Based Electronic Money Users In Indonesia,2021,Journal of Management Information and Decision Sciences,24,SpecialIssue1,,1,12,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110673249&partnerID=40&md5=7740e3e487134de528e816a359bc84e3,J. Manag. Inform. Decis. Sci.,Article,Final,,Scopus,2-s2.0-85110673249
"Buckley R.P., Zetzsche D.A., Arner D.W., Veidt R.",55185207500;35622920200;15046436800;57216337134;,"FinTech, financial inclusion and the UN Sustainable Development Goals",2021,Routledge Handbook of Financial Technology and Law,,,,247,272,,,10.4324/9780429325670-14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110656951&doi=10.4324%2f9780429325670-14&partnerID=40&md5=e774ffe25a16525cfcf90de0966225fe,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110656951
"Xu J., Renaud F.G., Barrett B.",55909256800;7103316788;35993628500;,"Modelling land system evolution and dynamics of terrestrial carbon stocks in the Luanhe River Basin, China: a scenario analysis of trade-offs and synergies between sustainable development goals",2021,Sustainability Science,,,,,,,3.0,10.1007/s11625-021-01004-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110626203&doi=10.1007%2fs11625-021-01004-y&partnerID=40&md5=7ea626e5fd39e54ba2e6ba3fe9867cac,Sustainability Sci.,Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85110626203
Omarova S.T.,36952224400;,Fintech and the limits of financial regulation: A systemic perspective,2021,Routledge Handbook of Financial Technology and Law,,,,44,61,,,10.4324/9780429325670-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110618908&doi=10.4324%2f9780429325670-3&partnerID=40&md5=31087ee0f948747ab094191ac61e2f1d,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110618908
Deipenbrock G.,57189753604;,Artificial intelligence and machine learning in the financial sector: Legal-methodological challenges of steering towards a regulatory ‘whitebox’,2021,Routledge Handbook of Financial Technology and Law,,,,3,26,,,10.4324/9780429325670-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110616243&doi=10.4324%2f9780429325670-1&partnerID=40&md5=c3f0d2267b3d98986324105bd7046dbc,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110616243
"Alexander K., Karametaxas X.",36661812100;57195598533;,Digital transformation and financial inclusion,2021,Routledge Handbook of Financial Technology and Law,,,,273,290,,,10.4324/9780429325670-15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110608016&doi=10.4324%2f9780429325670-15&partnerID=40&md5=29b4ad973279e7f3abe93a24040077e0,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-85110608016
"Eickstädt A., Horsch A.",57215525484;56261829600;,Financial technologies and systemic risk: Some general economic observations,2021,Routledge Handbook of Financial Technology and Law,,,,96,115,,,10.4324/9780429325670-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110596524&doi=10.4324%2f9780429325670-6&partnerID=40&md5=1974e416815287641afa56431bf61ece,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110596524
Aggarwal N.,57206257186;,Fintech credit and consumer financial protection,2021,Routledge Handbook of Financial Technology and Law,,,,138,156,,,10.4324/9780429325670-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110584536&doi=10.4324%2f9780429325670-8&partnerID=40&md5=576949b8e5e92a0bed23c4c894316c64,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110584536
"Aduba J.J., Asgari B.",57221935464;6505900761;,Analysing and forecasting the diffusion of electronic payments system in Nigeria,2021,Technology Analysis and Strategic Management,,,,,,,,10.1080/09537325.2021.1950675,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110580901&doi=10.1080%2f09537325.2021.1950675&partnerID=40&md5=09e817cf610967f33833e1c47bb1967d,Technol. Anal. Strateg. Manage.,Article,Article in Press,,Scopus,2-s2.0-85110580901
"Ringe W.-G., Ruof C.",35622501100;57219516334;,Robo advice - Legal and regulatory challenges,2021,Routledge Handbook of Financial Technology and Law,,,,193,212,,,10.4324/9780429325670-11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110573998&doi=10.4324%2f9780429325670-11&partnerID=40&md5=a571866a699894f280a604ea89dc9ca0,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110573998
Brener A.,57226161291;,EU payment services regulation and international developments,2021,Routledge Handbook of Financial Technology and Law,,,,159,276,,,10.4324/9780429325670-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110573333&doi=10.4324%2f9780429325670-9&partnerID=40&md5=84d39cf7c37f1f5d339d04f6a3a2b0c4,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110573333
"Bao Z., Huang D.",57226139731;57223016869;,Shadow Banking in a Crisis: Evidence from FinTech during COVID-19,2021,Journal of Financial and Quantitative Analysis,,,,,,,1.0,10.1017/S0022109021000430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110570393&doi=10.1017%2fS0022109021000430&partnerID=40&md5=b8d34e3a289c8a2a8182e0267288e07b,J. Financ. Quant. Anal.,Article,Article in Press,,Scopus,2-s2.0-85110570393
Chirulli P.,36992010400;,"FinTech, RegTech and SupTech: Institutional challenges to the supervisory architecture of the financial markets",2021,Routledge Handbook of Financial Technology and Law,,,,447,464,,,10.4324/9780429325670-24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110569432&doi=10.4324%2f9780429325670-24&partnerID=40&md5=f088e5ac5c72f7b0b4e1980471b0af7f,Routledge Handb. of Financial Technology and Law,Book Chapter,Final,,Scopus,2-s2.0-85110569432
[No author name available],[No author id available],Introduction,2021,Routledge Handbook of Financial Technology and Law,,,,x,xiv,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110561660&partnerID=40&md5=114841c424175f4f6c13e51eb504e128,Routledge Handb. of Financial Technology and Law,Editorial,Final,,Scopus,2-s2.0-85110561660
Girard T.,57203445334;,Participatory ambiguity and the emergence of the global financial inclusion agenda,2021,Review of International Political Economy,,,,,,,,10.1080/09692290.2021.1936593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110528246&doi=10.1080%2f09692290.2021.1936593&partnerID=40&md5=c11fe7b91bb17e1571bc6a51a69b7c51,Rev. Int. Polit. Econ.,Article,Article in Press,,Scopus,2-s2.0-85110528246
"Chitimira H., Torerai E.",56095066200;57226123719;,"The nexus between mobile money regulation, innovative technology and the promotion of financial inclusion in Zimbabwe",2021,Potchefstroom Electronic Law Journal,24,,,,,,,10.17159/1727-3781/2021/V24I0A10739,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110474806&doi=10.17159%2f1727-3781%2f2021%2fV24I0A10739&partnerID=40&md5=9d268b9056f914e0dca530e36dc5ae0d,Potchefstroom Electron. Law J.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85110474806
"Okoli T.T., Tewari D.D.",57219251930;7005587165;,Does the adoption process of financial technology in africa follow an inverted U-shaped hypothesis? An evaluation of rogers diffusion of innovation theory,2021,Asian Academy of Management Journal of Accounting and Finance,17,1,,281,305,,,10.21315/aamjaf2021.17.1.10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110450451&doi=10.21315%2faamjaf2021.17.1.10&partnerID=40&md5=35c44cc7194489dbe97eeb6468efcee6,Asian Acad. Manage. J. Account. Financ.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85110450451
"Hamdan A., Ghura H., Alareeni B., Hamdan R.K.",56825295800;57211299793;57198816639;55797710100;,Entrepreneurship Growth in Emerging Economies: New Insights and Approaches,2021,Journal of Sustainable Finance and Investment,,,,,,,,10.1080/20430795.2021.1944750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110443520&doi=10.1080%2f20430795.2021.1944750&partnerID=40&md5=314a21914649f71f1b4342e1abdf3641,Journal of Sustain. Finance Invest.,Editorial,Article in Press,"All Open Access, Bronze",Scopus,2-s2.0-85110443520
Worku Z.,16053965000;,Business ethics and the repayment of loans in small enterprises,2021,Journal of Applied Business Research,37,2,,51,60,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110283365&partnerID=40&md5=c8d93e30d5e05c10e76a57b30a8e0755,J. Appl. Bus. Res.,Article,Final,,Scopus,2-s2.0-85110283365
"Kanga D., Oughton C., Harris L., Murinde V.",57196374890;6602906378;57006981200;6602726369;,"The diffusion of fintech, financial inclusion and income per capita",2021,European Journal of Finance,,,,,,,1.0,10.1080/1351847X.2021.1945646,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110223634&doi=10.1080%2f1351847X.2021.1945646&partnerID=40&md5=0f2022da0c8661de43dae30d3c6d5ce1,Eur. J. Financ.,Article,Article in Press,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85110223634
"Pakhnenko O., Rubanov P., Hacar D., Yatsenko V.",56669966100;57210144572;57225999855;57208010199;,Digitalization of financial services in European countries: Evaluation and comparative analysis,2021,Journal of International Studies,14,2,,267,282,,1.0,10.14254/2071-8330.2021/14-2/17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110192675&doi=10.14254%2f2071-8330.2021%2f14-2%2f17&partnerID=40&md5=1d48f6873bef1b73bc9a491fa6379690,J. Intl. Stud.,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85110192675
"Hamdan R., Hamdan A., Alareeni B., Atayah O.F., Alhalwachi L.F.",55797710100;56825295800;57198816639;57195726258;57211290469;,Women on boards of directors: the moderation role of female labour force participation,2021,Competitiveness Review,,,,,,,1.0,10.1108/CR-01-2021-0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110067139&doi=10.1108%2fCR-01-2021-0001&partnerID=40&md5=ae851ffc4a6498abe371cb01380c4708,Compet. Rev.,Article,Article in Press,,Scopus,2-s2.0-85110067139
Reyes-Mercado P.,56102632600;,Dynamics of Fintech and the Broad Financial Industry,2021,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,,61,80,,,10.1007/978-3-030-53945-0_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110032258&doi=10.1007%2f978-3-030-53945-0_4&partnerID=40&md5=a87a7202f9085ccfe194be65c6d0aa9a,Palgrave Stud. Dem. Innov. Entrep.,Book Chapter,Final,,Scopus,2-s2.0-85110032258
Reyes-Mercado P.,56102632600;,Technology as a Resource for FinTech,2021,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,,17,32,,,10.1007/978-3-030-53945-0_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109997722&doi=10.1007%2f978-3-030-53945-0_2&partnerID=40&md5=941eec5aa2611d4ba334b9867849012f,Palgrave Stud. Dem. Innov. Entrep.,Book Chapter,Final,,Scopus,2-s2.0-85109997722
"Suhartanto D., Syarief M.E., Chandra Nugraha A., Suhaeni T., Masthura A., Amin H.",57190278605;57210110976;57225961726;57201349237;57225973236;18633849100;,Millennial loyalty towards artificial intelligence-enabled mobile banking. Evidence from Indonesian Islamic banks,2021,Journal of Islamic Marketing,,,,,,,,10.1108/JIMA-12-2020-0380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109987507&doi=10.1108%2fJIMA-12-2020-0380&partnerID=40&md5=1c9d10c3aff14dcee362604c42f151b9,J. Islam. Mark.,Article,Article in Press,,Scopus,2-s2.0-85109987507
Reyes-Mercado P.,56102632600;,Societal Outcomes of Fintech,2021,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,,171,185,,,10.1007/978-3-030-53945-0_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109973205&doi=10.1007%2f978-3-030-53945-0_10&partnerID=40&md5=f5eeef09bfb187947a8c6e87843f385e,Palgrave Stud. Dem. Innov. Entrep.,Book Chapter,Final,,Scopus,2-s2.0-85109973205
Reyes-Mercado P.,56102632600;,Entrepreneurship in the FinTech Industry,2021,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,,33,57,,,10.1007/978-3-030-53945-0_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109958204&doi=10.1007%2f978-3-030-53945-0_3&partnerID=40&md5=09fb57c2ef382d00dcb48ebfbdbd3c84,Palgrave Stud. Dem. Innov. Entrep.,Book Chapter,Final,,Scopus,2-s2.0-85109958204
"Chehbi Gamoura S., Koruca H.İ., Gülmez E., Kocaer E.R., Khelil I.",55854460000;6507903618;57225930654;57225940607;57225947215;,The Evidence of the “No Free Lunch” Theorems and the Theory of Complexity in Business Artificial Intelligence,2021,Lecture Notes on Data Engineering and Communications Technologies,76,,,325,343,,,10.1007/978-3-030-79357-9_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109941676&doi=10.1007%2f978-3-030-79357-9_32&partnerID=40&md5=548ca8eeb4f346a86ef56ae9467e088e,Lecture. Notes. Data Eng. Commun. Tech.,Book Chapter,Final,,Scopus,2-s2.0-85109941676
