Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Hasan M.M., Yajuan L., Khan S.","57210554019;57210552450;57214721053;","Promoting China’s Inclusive Finance Through Digital Financial Services",2020,"Global Business Review",,,,"","",,19,"10.1177/0972150919895348","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078998042&doi=10.1177%2f0972150919895348&partnerID=40&md5=0829694fdb940da3b2a384261a512796","School of Finance, Nanjing Audit University, Nanjing, China; Xuzhou Medical University, Xuzhou, China","Hasan, M.M., School of Finance, Nanjing Audit University, Nanjing, China; Yajuan, L., School of Finance, Nanjing Audit University, Nanjing, China, Xuzhou Medical University, Xuzhou, China; Khan, S., School of Finance, Nanjing Audit University, Nanjing, China","Chinese inclusive finance; digital financial services; financial inclusion; FinTech; Inclusive finance; internet finance",,,,,,,,,,,,"Hasan, M.M.; School of Finance, China; email: arif.morshad@yahoo.com","Sage Publications India Pvt. Ltd",09721509,,,,"English","Global Bus. Rev.",Article,"Article in Press","",Scopus,2-s2.0-85078998042
"Andrianova A.","57207207105;","Countering the financing of terrorism in the conditions of digital economy",2020,"Advances in Intelligent Systems and Computing","908",,,"20","31",,2,"10.1007/978-3-030-11367-4_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062299634&doi=10.1007%2f978-3-030-11367-4_2&partnerID=40&md5=245ee9e46001e4890ceeb3c582361c05","Moscow Academy of the Investigative Committee of the Russian Federation, Moscow, Russian Federation","Andrianova, A., Moscow Academy of the Investigative Committee of the Russian Federation, Moscow, Russian Federation","Anti-money laundering; Bitcoin; Crowdfunding; Cryptocurrency; Digital economy; Hawala; Shadow economy; Terrorism financing","Bitcoin; Budget control; Crowdsourcing; Electronic money; Risk assessment; Social sciences computing; Terrorism; Anti-money laundering; Crowdfunding; Digital economy; Hawala; Shadow economies; Investments",,,,,,,,,,,"Andrianova, A.; Moscow Academy of the Investigative Committee of the Russian FederationRussian Federation; email: an.andrianova@mail.ru","Springer Verlag",21945357,9783030113667,,,"English","Adv. Intell. Sys. Comput.",Conference Paper,"Final","",Scopus,2-s2.0-85062299634
"Richard, Trisetyarso A., Suparta W., Kang C.-H., Abbas B.S.","56638189100;36337949500;24330191400;57203058999;55835973000;","Crypto-governance in Stock Exchanges: Towards Efficient and Self-regulated Trading System",2019,"Proceedings of the 4th International Conference on Contemporary Computing and Informatics, IC3I 2019",,,"9055638","192","197",,2,"10.1109/IC3I46837.2019.9055638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083551550&doi=10.1109%2fIC3I46837.2019.9055638&partnerID=40&md5=f4dfccaad49fb98c73583622705d00d2","Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia","Richard, Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia; Trisetyarso, A., Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia; Suparta, W., Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia; Kang, C.-H., Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia; Abbas, B.S., Bina Nusantara University, Information System Department, Jakarta, 11480, Indonesia","Blockchain; Crypto-governance; Stock Exchange; Trading System","Decision making; Financial markets; Exchange markets; Stock exchange; Trading systems; Commerce",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728155296,,,"English","Proc. Int. Conf. Contemp. Comput. Inf., IC3I",Conference Paper,"Final","",Scopus,2-s2.0-85083551550
"Azhar M.T., Khan M.B., Zafar M.M.","57215658682;24724732100;57544927400;","Architecture of an Enterprise Project Life Cycle using Hyperledger platform",2019,"MACS 2019 - 13th International Conference on Mathematics, Actuarial Science, Computer Science and Statistics, Proceedings",,,"9024764","","",,1,"10.1109/MACS48846.2019.9024764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082495690&doi=10.1109%2fMACS48846.2019.9024764&partnerID=40&md5=734bfa7c8cffa3cb7cbb7fdf480a8a44","FAST National University of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan; School of Electrical and Electrical Engineering and Computer Science, National University of Science and Technology, Islamabad, Pakistan","Azhar, M.T., FAST National University of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan; Khan, M.B., FAST National University of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan; Zafar, M.M., School of Electrical and Electrical Engineering and Computer Science, National University of Science and Technology, Islamabad, Pakistan","Block chain; crypto-currency; Hyperledger Frame work; Peer-peer networking; Project Management; Quantum Key Distribution","Blockchain; Computer operating systems; Cryptocurrency; Project management; Quantum cryptography; Cryptographic protocols; Decentralized system; Frame-work; Implementation process; Peer-peer; Project life cycle; Project management offices; Proposed architectures; Life cycle",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728149561,,,"English","MACS - Int. Conf. Math., Actuar. Sci., Comput. Sci. Stat., Proc.",Conference Paper,"Final","",Scopus,2-s2.0-85082495690
"Das S.R.","55446106100;","The future of fintech",2019,"Financial Management","48","4",,"981","1007",,24,"10.1111/fima.12297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074797646&doi=10.1111%2ffima.12297&partnerID=40&md5=c893c61f5efb5c100f57ffe72925e08b","Leavey School of Business, Santa Clara University, Santa Clara, CA, United States","Das, S.R., Leavey School of Business, Santa Clara University, Santa Clara, CA, United States","AI; blockchains; fintech; payments; regtech; robots; trading",,,,,,,,,,,,"Das, S.R.; Leavey School of Business, United States; email: rsdas@scu.edu","John Wiley and Sons Inc.",00463892,,,,"English","Financ. Manage.",Article,"Final","",Scopus,2-s2.0-85074797646
"Xu M., Chen X., Kou G.","55702090500;57209802420;57068290300;","A systematic review of blockchain",2019,"Financial Innovation","5","1","27","","",,103,"10.1186/s40854-019-0147-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068799487&doi=10.1186%2fs40854-019-0147-z&partnerID=40&md5=43230e07a998a7af136d4726a28ae15e","Southwestern University of Finance and Economics, Chengdu, China","Xu, M., Southwestern University of Finance and Economics, Chengdu, China; Chen, X., Southwestern University of Finance and Economics, Chengdu, China; Kou, G., Southwestern University of Finance and Economics, Chengdu, China","Blockchain; Business and economics; CiteSpace; Systematic literature review",,"This research is supported by grants from National Natural Science Foundation of China (Nos. 71701168 and 71701034).",,,,,,,,,,"Xu, M.; Southwestern University of Finance and EconomicsChina; email: xumin@swufe.edu.cn","SpringerOpen",21994730,,,,"English","Financial Innov.",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85068799487
"Stockinger K., Bundi N., Heitz J., Breymann W.","6603748288;57205103290;57196001677;6601958981;","Scalable architecture for Big Data financial analytics: user-defined functions vs. SQL",2019,"Journal of Big Data","6","1","46","","",,10,"10.1186/s40537-019-0209-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066935455&doi=10.1186%2fs40537-019-0209-0&partnerID=40&md5=2b82f8a5e45fcb77ec18ab3c9420da22","Zurich University of Applied Sciences, Technikumstrasse 9, Winterthur, 8400, Switzerland; Ariadne Business Analytics AG, Alpenstrasse 16, Zug, 6300, Switzerland; Stevens Institute of Technology, 1 Castle Point Terrace, Hoboken, NJ  07030, United States","Stockinger, K., Zurich University of Applied Sciences, Technikumstrasse 9, Winterthur, 8400, Switzerland; Bundi, N., Ariadne Business Analytics AG, Alpenstrasse 16, Zug, 6300, Switzerland, Stevens Institute of Technology, 1 Castle Point Terrace, Hoboken, NJ  07030, United States; Heitz, J., Zurich University of Applied Sciences, Technikumstrasse 9, Winterthur, 8400, Switzerland; Breymann, W., Zurich University of Applied Sciences, Technikumstrasse 9, Winterthur, 8400, Switzerland","Financial analytics; Performance evaluation; Query processing; User-defined functions",,"The work was supported by the Swiss Commission for Technology and Innovation (CTI) under grant 25349.1 PFES-ES.",,,,,,,,,,"Stockinger, K.; Zurich University of Applied Sciences, Technikumstrasse 9, Switzerland; email: Kurt.Stockinger@zhaw.ch","SpringerOpen",21961115,,,,"English","J. Big Data",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85066935455
"Azhar M.T., Khan M.B., Khan A.U.R.","57215658682;24724732100;55976187500;","Blockchain based secure crypto-currency system with quantum key distribution protocol",2019,"2019 8th International Conference on Information and Communication Technologies, ICICT 2019",,,"9001979","31","35",,2,"10.1109/ICICT47744.2019.9001979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081632894&doi=10.1109%2fICICT47744.2019.9001979&partnerID=40&md5=6199565228d14a0f4bbbd7cdc275104f","FAST National Uniersity of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan","Azhar, M.T., FAST National Uniersity of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan; Khan, M.B., FAST National Uniersity of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan; Khan, A.U.R., FAST National Uniersity of Computer and Emerging Sciences, Department of Electrical Engineering, Karachi, Pakistan","Bitcoin; Block chain; Crypto-currency; Peer-peer networking; Quantum key distribution","Bitcoin; Blockchain; Cryptocurrency; Application level; Democratic systems; Linear relationships; Modulating signals; Peer-peer; Quantum key distribution protocols; Quantum-cryptographic protocols; Quantum-cryptography protocols; Quantum cryptography",,,,,,,,,,,,"Institute of Electrical and Electronics Engineers Inc.",,9781728123349,,,"English","Int. Conf. Inf. Commun. Technol., ICICT",Conference Paper,"Final","",Scopus,2-s2.0-85081632894
"Fernandez-Vazquez S., Rosillo R., De La Fuente D., Priore P.","57212084080;54910269800;7004113754;6701465358;","Blockchain in FinTech: A mapping study",2019,"Sustainability (Switzerland)","11","22","6366","","",,21,"10.3390/su11226366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075901544&doi=10.3390%2fsu11226366&partnerID=40&md5=9111b5e67d8756817a17aefa94f1953b","Business Management Department, University of Oviedo, Asturias, 33003, Spain","Fernandez-Vazquez, S., Business Management Department, University of Oviedo, Asturias, 33003, Spain; Rosillo, R., Business Management Department, University of Oviedo, Asturias, 33003, Spain; De La Fuente, D., Business Management Department, University of Oviedo, Asturias, 33003, Spain; Priore, P., Business Management Department, University of Oviedo, Asturias, 33003, Spain","Blockchain; Cryptocurrency; FinTech; Mapping study; Technological challenges","banking; mapping method; sustainability; technological development",,,,,,,,,,,"Rosillo, R.; Business Management Department, Spain; email: rosillo@uniovi.es","MDPI",20711050,,,,"English","Sustainability",Review,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85075901544
"Krawiec K.D.","6603961467;","Let's Talk: What FinReg Can Learn from New Governance (and Vice Versa)",2019,"Law and Social Inquiry","44","4",,"1241","1250",,,"10.1017/lsi.2019.54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073318876&doi=10.1017%2flsi.2019.54&partnerID=40&md5=9c1686f397a56345167661046bdf0403","Duke University School of Law, 210 Science Drive, Durham, NC  27708-0360, United States","Krawiec, K.D., Duke University School of Law, 210 Science Drive, Durham, NC  27708-0360, United States",,,,,,,,,,,,,"Krawiec, K.D.; Duke University School of Law, 210 Science Drive, United States; email: krawiec@law.duke.edu","Cambridge University Press",08976546,,,,"English","Law Soc. Inq.",Review,"Final","",Scopus,2-s2.0-85073318876
"Harris W.L., Wonglimpiyarat J.","57190798114;6507598919;","Blockchain platform and future bank competition",2019,"Foresight","21","6",,"625","639",,14,"10.1108/FS-12-2018-0113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069921715&doi=10.1108%2fFS-12-2018-0113&partnerID=40&md5=efa6df92f33dcba0b9df7ff81e47e300","Department of Aeronautics and Astronautics, Massachusetts Institute of Technology, Cambridge, MA, United States","Harris, W.L., Department of Aeronautics and Astronautics, Massachusetts Institute of Technology, Cambridge, MA, United States; Wonglimpiyarat, J., Department of Aeronautics and Astronautics, Massachusetts Institute of Technology, Cambridge, MA, United States","Blockchain; Diffusion; Innovation; Strategy",,,,,,,,,,,,"Wonglimpiyarat, J.; Department of Aeronautics and Astronautics, United States; email: jaruneew@mit.edu","Emerald Group Holdings Ltd.",14636689,,,,"English","Foresight",Article,"Final","",Scopus,2-s2.0-85069921715
"Maume P.","56803794100;","Reducing Legal Uncertainty and Regulatory Arbitrage for Robo-Advice",2019,"European Company and Financial Law Review","16","5",,"622","651",,2,"10.1515/ecfr-2019-0022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074937507&doi=10.1515%2fecfr-2019-0022&partnerID=40&md5=66affe4db554016344f6f97f3faf0dd3","Department of Law, TUM School of Management, Technical University of Munich, Germany","Maume, P., Department of Law, TUM School of Management, Technical University of Munich, Germany",,,,,,,,,,,,,"Maume, P.; Department of Law, Germany; email: philipp.maume@tum.de","De Gruyter",16132548,,,,"English","Eur. Co. Financ. Law Rev.",Review,"Final","",Scopus,2-s2.0-85074937507
