Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Abbreviated Source Title,Document Type,Publication Stage,Source,EID
"Baabdullah A.M., Alalwan A.A., Rana N.P., Kizgin H., Patil P.","57021768700;56667500500;50262828700;56112671000;57196467839;","Consumer use of mobile banking (M-Banking) in Saudi Arabia: Towards an integrated model",2019,"International Journal of Information Management","44",,,"38","52",,267,"10.1016/j.ijinfomgt.2018.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053859074&doi=10.1016%2fj.ijinfomgt.2018.09.002&partnerID=40&md5=975b7451a5592a14202a62f71e90d43d","Department of Management Information Systems, Faculty of Economics and Administration, King Abdulaziz University, Jeddah, Saudi Arabia; Amman College of Banking and Finance, Al-Balqa Applied University, Amman, Jordan; Emerging Markets Research Centre (EMaRC), School of Management, Swansea University Bay Campus, Fabian Way, Swansea, SA1 8EN, United Kingdom","Baabdullah, A.M., Department of Management Information Systems, Faculty of Economics and Administration, King Abdulaziz University, Jeddah, Saudi Arabia; Alalwan, A.A., Amman College of Banking and Finance, Al-Balqa Applied University, Amman, Jordan; Rana, N.P., Emerging Markets Research Centre (EMaRC), School of Management, Swansea University Bay Campus, Fabian Way, Swansea, SA1 8EN, United Kingdom; Kizgin, H., Emerging Markets Research Centre (EMaRC), School of Management, Swansea University Bay Campus, Fabian Way, Swansea, SA1 8EN, United Kingdom; Patil, P., Emerging Markets Research Centre (EMaRC), School of Management, Swansea University Bay Campus, Fabian Way, Swansea, SA1 8EN, United Kingdom","IS Success Model; Mobile banking; Saudi Arabia; UTAUT2","Cellular telephone systems; Sales; Surveys; Facilitating conditions; Hedonic motivations; Integrated modeling; IS success model; Mobile bankings; Questionnaire surveys; Saudi Arabia; UTAUT2; Customer satisfaction","Int J Inf Manage",Article,"Final",Scopus,2-s2.0-85053859074
"Lukkarinen A., Teich J.E., Wallenius H., Wallenius J.","57189331108;7005076714;6603493143;7003842267;","Success drivers of online equity crowdfunding campaigns",2016,"Decision Support Systems","87",,,"26","38",,267,"10.1016/j.dss.2016.04.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969217892&doi=10.1016%2fj.dss.2016.04.006&partnerID=40&md5=5dc5f587fc9dd9fbce9ee7873c70fac9","School of Business, Aalto University, P.O. Box 21220, Aalto, 00076, Finland; College of Business, New Mexico State University, MSC 3DJ, P.O. Box 30001, Las Cruces, NM  88003-8001, United States; School of Science, Aalto University, P.O. Box 15500, Aalto, 00076, Finland","Lukkarinen, A., School of Business, Aalto University, P.O. Box 21220, Aalto, 00076, Finland; Teich, J.E., College of Business, New Mexico State University, MSC 3DJ, P.O. Box 30001, Las Cruces, NM  88003-8001, United States; Wallenius, H., School of Science, Aalto University, P.O. Box 15500, Aalto, 00076, Finland; Wallenius, J., School of Business, Aalto University, P.O. Box 21220, Aalto, 00076, Finland","Entrepreneurial finance; Equity crowdfunding; New ventures; Online platforms; Start-ups; Success drivers","Decision making; Digital storage; Finance; Business angels; Equity crowdfunding; Investment decisions; New ventures; Online platforms; Public networks; Venture Capital; Investments","Decis Support Syst",Article,"Final",Scopus,2-s2.0-84969217892
"Pulido L.","57204254665;","Flint, Environmental Racism, and Racial Capitalism",2016,"Capitalism, Nature, Socialism","27","3",,"1","16",,262,"10.1080/10455752.2016.1213013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980018976&doi=10.1080%2f10455752.2016.1213013&partnerID=40&md5=e4a500d502b29d6a88af51818a3646e9","Ethnic Studies and Geography, University of Oregon, Eugene, OR, United States","Pulido, L., Ethnic Studies and Geography, University of Oregon, Eugene, OR, United States",,,"Capitalism Nat. Social.",Editorial,"Final",Scopus,2-s2.0-84980018976
"Streijl R.C., Winkler S., Hands D.S.","36129753100;48061685100;7004508364;","Mean opinion score (MOS) revisited: methods and applications, limitations and alternatives",2016,"Multimedia Systems","22","2",,"213","227",,264,"10.1007/s00530-014-0446-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958267847&doi=10.1007%2fs00530-014-0446-1&partnerID=40&md5=769291f15f985bb72ad91c9655880f49","AT&T, 99 Bedford Street, Boston, MA  02111, United States; Advanced Digital Sciences Center (ADSC), University of Illinois, 1 Fusionopolis Way, Singapore, 138632, Singapore; Microsoft, 2 Waterhouse Square (140 Holborn), London, EC1N 2ST, United Kingdom","Streijl, R.C., AT&T, 99 Bedford Street, Boston, MA  02111, United States; Winkler, S., Advanced Digital Sciences Center (ADSC), University of Illinois, 1 Fusionopolis Way, Singapore, 138632, Singapore; Hands, D.S., Microsoft, 2 Waterhouse Square (140 Holborn), London, EC1N 2ST, United Kingdom","Customer opinion; Fault isolation; Objective MOS; Psychophysics; Quality monitoring; Service level agreements; Subjective MOS","Hardware; Customer opinion; Fault isolation; Psychophysics; Quality monitoring; Service Level Agreements; Multimedia systems","Multimedia Syst",Article,"Final",Scopus,2-s2.0-84958267847
"Khezr S., Moniruzzaman M., Yassine A., Benlamri R.","57195476751;57863305400;24722051600;57203235506;","Blockchain technology in healthcare: A comprehensive review and directions for future research",2019,"Applied Sciences (Switzerland)","9","9","1736","","",,261,"10.3390/app9091736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067198838&doi=10.3390%2fapp9091736&partnerID=40&md5=7261d8fdd88530d20a587d63397c1321","Department of Electrical and Computer Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada; Department of Software Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada","Khezr, S., Department of Electrical and Computer Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada; Moniruzzaman, M., Department of Electrical and Computer Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada; Yassine, A., Department of Software Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada; Benlamri, R., Department of Software Engineering, Lakehead University, 955 Oliver Road, Thunder Bay, ON  P7B 5E1, Canada","Blockchain technology; Data management; Healthcare; Internet of medical things; Supply chain management",,"Appl. Sci.",Article,"Final",Scopus,2-s2.0-85067198838
"Fisch C.","56047865900;","Initial coin offerings (ICOs) to finance new ventures",2019,"Journal of Business Venturing","34","1",,"1","22",,261,"10.1016/j.jbusvent.2018.09.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054445185&doi=10.1016%2fj.jbusvent.2018.09.007&partnerID=40&md5=73b18885cf7cc286adcd8fed7de8a073","Trier University, Faculty of Management, Trier, 54296, Germany; Erasmus School of Economics and Erasmus Institute of Management (ERIM), Erasmus University Rotterdam, P.O. Box 1738, Rotterdam, DR  3000, Netherlands","Fisch, C., Trier University, Faculty of Management, Trier, 54296, Germany, Erasmus School of Economics and Erasmus Institute of Management (ERIM), Erasmus University Rotterdam, P.O. Box 1738, Rotterdam, DR  3000, Netherlands","Blockchain; Cryptocurrency; Distributed ledger technology (DLT); Ethereum; Initial coin offering (ICO); Signaling theory; Technological capabilities; Token sale",,"J. Bus. Venturing",Article,"Final",Scopus,2-s2.0-85054445185
"Ansari S.S., Garud R., Kumaraswamy A.","16506228000;6603580477;6602609537;","The disruptor's dilemma: TiVo and the U.S. television ecosystem",2016,"Strategic Management Journal","37","9",,"1829","1853",,260,"10.1002/smj.2442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952705701&doi=10.1002%2fsmj.2442&partnerID=40&md5=0d4a1d06a12a4578b0cfdc1b1e5bc7c5","Strategy and International Business Group, Cambridge Judge Business School, University of Cambridge, Cambridge, United Kingdom; Management and Organization Department, Smeal College of Business, The Pennsylvania State University, University Park, PA, United States; Management Department, College of Business and Public Affairs, West Chester University of Pennsylvania, West Chester, PA, United States","Ansari, S.S., Strategy and International Business Group, Cambridge Judge Business School, University of Cambridge, Cambridge, United Kingdom; Garud, R., Management and Organization Department, Smeal College of Business, The Pennsylvania State University, University Park, PA, United States; Kumaraswamy, A., Management Department, College of Business and Public Affairs, West Chester University of Pennsylvania, West Chester, PA, United States","commercialization; disruptive innovation; ecosystems; entrepreneurship process; strategy framing; strategy process","Computer graphics; Ecology; Legacy systems; Multimedia systems; Video recording; Videocassette recorders; Commercialization; Digital video recorders; Disruptive innovations; Longitudinal study; Relational positioning; Strategy framing; Strategy process; Technology platforms; Ecosystems","Strategic Manage J",Article,"Final",Scopus,2-s2.0-84952705701
"Eren B.M., Taspinar N., Gokmenoglu K.K.","57204062793;56462679800;55820208600;","The impact of financial development and economic growth on renewable energy consumption: Empirical analysis of India",2019,"Science of the Total Environment","663",,,"189","197",,259,"10.1016/j.scitotenv.2019.01.323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060705088&doi=10.1016%2fj.scitotenv.2019.01.323&partnerID=40&md5=c40a59753b0995055313a903ecb64c03","Eastern Mediterranean University, Department of Banking and Finance, via Mersin 10, Famagusta, North Cyprus, Turkey","Eren, B.M., Eastern Mediterranean University, Department of Banking and Finance, via Mersin 10, Famagusta, North Cyprus, Turkey; Taspinar, N., Eastern Mediterranean University, Department of Banking and Finance, via Mersin 10, Famagusta, North Cyprus, Turkey; Gokmenoglu, K.K., Eastern Mediterranean University, Department of Banking and Finance, via Mersin 10, Famagusta, North Cyprus, Turkey","Causality; Economic growth; Financial development; Renewable energy","Economic analysis; Energy utilization; Error correction; Finance; Causality; Economic growths; Financial development; Granger causality test; Ordinary least squares; Renewable energies; Renewable energy consumption; Vector error correction model; Economic and social effects; alternative energy; economic growth; economic impact; energy use; error correction; financial system; Granger causality test; article; controlled study; economic development; India; least square analysis; renewable energy; time series analysis; India","Sci. Total Environ.",Article,"Final",Scopus,2-s2.0-85060705088
"Haddad C., Hornuf L.","57205516515;35621810000;","The emergence of the global fintech market: economic and technological determinants",2019,"Small Business Economics","53","1",,"81","105",,258,"10.1007/s11187-018-9991-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044441799&doi=10.1007%2fs11187-018-9991-x&partnerID=40&md5=98d32a8262cbde8bf5b973a8ef7c7807","University of Lille Nord de France, LSMRC, 1 place Déliot—BP381, Lille Cédex, 59020, France; SKEMA Business School, Lille, France; Faculty of Business Studies and Economics, University of Bremen, Wilhelm-Herbst-Str. 5, Bremen, 28359, Germany; Max Planck Institute for Innovation and Competition, Marstallplatz 1, Munich, 80539, Germany; CESifo, Poschingerstr. 5, Munich, 81679, Germany","Haddad, C., University of Lille Nord de France, LSMRC, 1 place Déliot—BP381, Lille Cédex, 59020, France, SKEMA Business School, Lille, France; Hornuf, L., Faculty of Business Studies and Economics, University of Bremen, Wilhelm-Herbst-Str. 5, Bremen, 28359, Germany, Max Planck Institute for Innovation and Competition, Marstallplatz 1, Munich, 80539, Germany, CESifo, Poschingerstr. 5, Munich, 81679, Germany","Entrepreneurship; Financial institutions; Fintech; Startups",,"Small Bus. Econ.",Article,"Final",Scopus,2-s2.0-85044441799
"Zins A., Weill L.","57191501607;6701738640;","The determinants of financial inclusion in Africa",2016,"Review of Development Finance","6","1",,"46","57",,258,"10.1016/j.rdf.2016.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991070287&doi=10.1016%2fj.rdf.2016.05.001&partnerID=40&md5=a354bb615258141fef2d62fb4bbd8d67","University of Strasbourg, France; EM Strasbourg Business School, University of Strasbourg, France","Zins, A., University of Strasbourg, France; Weill, L., EM Strasbourg Business School, University of Strasbourg, France","Africa; Financial inclusion; Financial institutions",,"Rev. Dev. Financ.",Article,"Final",Scopus,2-s2.0-84991070287
"Wang K., Wu M., Sun Y., Shi X., Sun A., Zhang P.","57204820643;57205380350;57203531955;53878592800;57205380613;57198755189;","Resource abundance, industrial structure, and regional carbon emissions efficiency in China",2019,"Resources Policy","60",,,"203","214",,254,"10.1016/j.resourpol.2019.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059801685&doi=10.1016%2fj.resourpol.2019.01.001&partnerID=40&md5=61e91b2c09a280e01a146209ab6ea51a","Center of Hubei Cooperative Innovation for Emissions Trading System, Hubei University of Economics, China; School of Low Carbon Economics, Hubei University of Economics, China; School of Statistics and Mathematics, Zhongnan University of Economics and Law, China; Crawford School of Public Policy, Australian National University, Australia; Accounting School, Hubei University of Economics, China; Australia-China Relations Institute, University of Technology Sydney, Australia; Energy Studies Institute, National University of Singapore, Singapore; Center for Social Security Studies, Wuhan University, China; School of Political Science and Public Administration, Wuhan University, China; School of Economics, Xiamen University, China","Wang, K., Center of Hubei Cooperative Innovation for Emissions Trading System, Hubei University of Economics, China, School of Low Carbon Economics, Hubei University of Economics, China, School of Statistics and Mathematics, Zhongnan University of Economics and Law, China, Crawford School of Public Policy, Australian National University, Australia; Wu, M., Center of Hubei Cooperative Innovation for Emissions Trading System, Hubei University of Economics, China, Accounting School, Hubei University of Economics, China; Sun, Y., Center of Hubei Cooperative Innovation for Emissions Trading System, Hubei University of Economics, China, School of Low Carbon Economics, Hubei University of Economics, China; Shi, X., Center of Hubei Cooperative Innovation for Emissions Trading System, Hubei University of Economics, China, School of Low Carbon Economics, Hubei University of Economics, China, Australia-China Relations Institute, University of Technology Sydney, Australia, Energy Studies Institute, National University of Singapore, Singapore; Sun, A., School of Economics, Xiamen University, China; Zhang, P., Center for Social Security Studies, Wuhan University, China, School of Political Science and Public Administration, Wuhan University, China","Abatement potential; Emissions efficiency; Industrial structure; Resource abundance; Resource dependence","Carbon; Climate change; Efficiency; Abatement potentials; Analysis approach; Indirect effects; Industrial structures; Low-carbon transitions; Negative correlation; Resource abundance; Resource dependences; Industrial emissions; carbon emission; climate change; environmental economics; industrial structure; natural resource; sustainable development; China","Resour. Policy",Article,"Final",Scopus,2-s2.0-85059801685
