authors,document_title,pub_year,publication_name,doi,issn,isbn,pubmed_id,eissn
Arner D;Barberis W;Buckley J,"Chapter 16 RegTech: Building a Better Financial System11This chapter is derived from a much longer article: Douglas W. Arner, Janos N. Barberis & Ross Buckley, “FinTech, RegTech and the Reconceptualization of Financial Regulation”, 47 Northwestern Journal of International Law and Business (2017).The authors gratefully acknowledge the financial support of the Hong Kong Research Grants Council Theme-based Research Scheme (Enhancing Hong Kong's Future as a Leading International Financial Centre) and the Australian Research Council Linkage Grant Scheme (Regulating a Revolution: A New Regulatory Model for Digital Finance); the substantial input of Dr Cheng-Yun Tsang, and the research assistance of Sarah Webster and Jessica Chapman.",2018,,10.1016/B978-0-12-810441-5.00016-6,,,,
Fenwick M;Vermeulen E;Corrales P,"Business and Regulatory Responses to Artificial Intelligence: Dynamic Regulation, Innovation Ecosystems and the Strategic Management of Disruptive Technology",2018,PERSPECTIVES IN LAW BUSINESS AND INNOVATION,10.1007/978-981-13-2874-9_4,,,,
Hill J,"Chapter 7 Time Value of Money Interest, Bonds, Money Market Funds",2018,,10.1016/B978-0-12-813497-9.00007-X,,,,
Hill J,"Chapter 16 Social Issues Diversity and Inclusion, Unemployment, and Income Distribution",2018,,10.1016/B978-0-12-813497-9.00016-0,,,,
Zalan T,Born global on blockchain,2018,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/RIBS-08-2017-0069,,,,
,Praxishandbuch Digital Banking,2018,,10.1007/978-3-658-18890-0,,,,
Abdulrazzaq A;Aljawder M,Investigating the Impact of Contactless Payment Technologies on the Students’ adoption at the University of Bahrain,2018,,10.1109/3ICT.2018.8855792,,,,
Oehler A;Horn M;Wendt S,Neue Geschäftsmodelle durch Digitalisierung? Eine Analyse aktueller Entwicklungen bei Finanzdienstleistungen,2018,,10.1007/978-3-658-19131-3_14,,,,
Premchand A;Choudhry A,Open Banking & APIs for Transformation in Banking,2018,,10.1109/IC3IOT.2018.8668107,,,,
Emmadi N;Maddali L;Sarkar P,MaRSChain: Framework for a Fair Manuscript Review System Based on Permissioned Blockchain,2018,LECTURE NOTES IN COMPUTER SCIENCE,10.1007/978-3-030-10549-5_28,,,,
Kliman R;Arinze B,Cognitive Computing: Impacts on Financial Advice in Wealth Management,2018,ADVANCES IN ANALYTICS AND DATA SCIENCE,10.1007/978-3-319-93299-6_2,,,,
Blakstad S;Allen R,"FinTech Revolution, Universal Inclusion in the New Financial Ecosystem",2018,,10.1007/978-3-319-76014-8,,,,
Hill J,Chapter 8 Equities,2018,,10.1016/B978-0-12-813497-9.00008-1,,,,
Almeida S;Albuquerque A;Silva A,An Approach to Develop Software that Uses Blockchain,2018,ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING,10.1007/978-3-319-91186-1_36,,,,
Braun Y,The Potential of a Pension Dashboard Infrastructure for UK Pension Savers,2018,,10.1002/9781119444565.CH13,,,,
Beckett J,Fiduciary Robo‐Selection is Possible in a New Fund Order,2018,,10.1002/9781119444510.CH37,,,,
Lardi K,"Wealth Management is Dead, Long Live Wealth Management",2018,,10.1002/9781119444510.CH52,,,,
Floros J,The Investment Managers of the Future are Going to be Millennials,2018,,10.1002/9781119444510.CH58,,,,
,Digital Marketplaces Unleashed,2018,,10.1007/978-3-662-49275-8,,,,
Tanimoto S;Nakamura C;Iwashita M;Matsui S;Hatashima T;Fuji H;Ohkubo K;Egawa J;Kinouchi Y,Proposal of Secure Business Architecture by Visible Light Communication System,2018,,10.1109/IIAI-AAI.2018.00167,,,,
Allon F,"Money after Blockchain: Gold, Decentralised Politics and the New Libertarianism",2018,AUSTRALIAN FEMINIST STUDIES,10.1080/08164649.2018.1517245,,,,
Krämer C;Jalajel R,OTT Partnering with Telcos: On the Rise,2018,MANAGEMENT FOR PROFESSIONALS,10.1007/978-3-319-77724-5_18,,,,
Harris A,Chapter 2 A Conversation with Masterminds in Blockchain and Climate Change,2018,,10.1016/B978-0-12-814447-3.00002-1,,,,
Müller M,Soft Skills und digitaler Wandel – Erfolgsstrategien aus dem Spitzensport zum Generieren von innovativen Geschäftskonzepten im Bankenbereich,2018,FOMEDITION,10.1007/978-3-658-23041-8_10,,,,
Chen S;Su T;Fan L;Meng G;Xue M;Liu Y;Xu L,Are mobile banking apps secure? what can be improved?,2018,,10.1145/3236024.3275523,,,,
Hsu P;Chou C;Huang S;Chen A,A Market Making Quotation Strategy Based on Dual Deep Learning Agents for Option Pricing and Bid-Ask Spread Estimation,2018,,10.1109/AGENTS.2018.8460084,,,,
Thomason J;Ahmad M;Bronder P;Hoyt E;Pocock S;Bouteloupe J;Donaghy K;Huysman D;Willenberg T;Joakim B;Joseph L;Martin D;Shrier D,Chapter 10 Blockchain—Powering and Empowering the Poor in Developing Countries,2018,,10.1016/B978-0-12-814447-3.00010-0,,,,
Hill J,"Chapter 3 Money A Medium of Exchange, Unit of Account, and Store of Wealth",2018,,10.1016/B978-0-12-813497-9.00003-2,,,,
Sironi P,Cognitive Decision‐Making with “Insights‐as‐a‐Service”,2018,,10.1002/9781119444510.CH65,,,,
Shahbaz N,WealthTech – Business as Unusual,2018,,10.1002/9781119444510.CH4,,,,
Casanova L;Cornelius P;Dutta K,"Chapter 7 Banks, Credit Constraints, and the Financial Technology’s Evolving Role",2018,,10.1016/B978-0-12-804025-6.00007-1,,,,
OECD O,Macroeconomic assessment and economic outlook,2018,ECONOMIC OUTLOOK FOR SOUTHEAST ASIA CHINA AND INDIA,10.1787/SAEO-2019-5-EN,,,,
Rodrigues B;Bocek T;Stiller B,Chapter Six The Use of Blockchains: Application-Driven Analysis of Applicability,2018,ADVANCES IN COMPUTERS,10.1016/BS.ADCOM.2018.03.011,,,,
Jiang Y;Ho Y;Yan X;Tan Y,"Investor Platform Choice: Herding, Platform Attributes, and Regulations",2018,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10.1080/07421222.2018.1440770,,,,
Bhasin N;Rajesh K,A Study of Digital Payments,2018,INTERNATIONAL JOURNAL OF VIRTUAL COMMUNITIES AND SOCIAL NETWORKING,10.4018/IJVCSN.2018010104,,,,
,"New Cooperative Banking in Europe, Strategies for Adapting the Business Model Post Crisis",2018,,10.1007/978-3-319-93578-2,,,,
Duque H;Posada F;Tobon C;Pena V;Patino G,Neural network model to re-rate and analyze consumer credit for Fintechs support vector machine,2018,,10.23919/CISTI.2018.8399366,,,,
Hill J,Chapter 6 Bank Lending,2018,,10.1016/B978-0-12-813497-9.00006-8,,,,
Kler S,“To Infinity and Beyond!” – Building WealthTech Applications has Never Been Easier,2018,,10.1002/9781119444510.CH8,,,,
Burtch G;Hong Y;Liu D,The Role of Provision Points in Online Crowdfunding,2018,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10.1080/07421222.2018.1440764,,,,
Agarwal R;Tuteja S,Paytm’s wallet business: on a growth trajectory or suicide mission?,2018,THE CASE JOURNAL,10.1108/TCJ-07-2017-0063,,,,
Marsal-Llacuna M,Future living framework: Is blockchain the next enabling network?,2018,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/J.TECHFORE.2017.12.005,,,,
正行 谷,銀行アカウントフィーに関する管理会計研究―サブスクリプションモデルの適用可能性―,2018,管理会計学  本管理会計学会誌  経営管理のための総合雑誌,10.24747/JMA.26.1_83,,,,
Fioribello S;Giribone P,Design of an Artificial Neural Network battery for an optimal recognition of patterns in financial time series,2018,INTERNATIONAL JOURNAL OF FINANCIAL ENGINEERING,10.1142/S2424786318500317,,,,
Wöstheinrich P;Rohde J,Transformation zu einem datenzentrierten Unternehmen in der Kreditindustrie,2018,,10.1007/978-3-658-22694-7_13,,,,
King B,The Universal Experience,2018,,10.1002/9781119506515.CH8,,,,
,"Neue Erlösquellen oder Konsolidierung? – Geschäftsmodelle der Banken und Sparkassen auf dem Prüfstand, Beiträge des Duisburger Banken-Symposiums",2018,,10.1007/978-3-658-18994-5,,,,
Tien C;Cheng H;Pei-Ling K,The Mediated Effect of Relationship Marketing on the Influences of Irritation Advertising in Fintech Times,2018,,10.1145/3241748.3241774,,,,
Frey S,How to Eliminate the Prevailing Ignorance and Complacency Around Cybersecurity,2018,,10.1007/978-3-658-21655-9_1,,,,
Franzetti C,"Investmentbanken, Geschäftsfelder, Akteure und Mechanismen",2018,,10.1007/978-3-658-20791-5,,,,
Rajan J,The Best InsurTech May not be InsurTech,2018,,10.1002/9781119444565.CH5,,,,
Kalfoglou Y;Dowsett D,Embracing Emerging Technology,2018,,10.1002/9781119444510.CH3,,,,
Huang R,Online P2P Lending and Regulatory Responses in China: Opportunities and Challenges,2018,EUROPEAN BUSINESS ORGANIZATION LAW REVIEW,10.1007/S40804-018-0100-Z,,,,
Irwin A;Turner S,"Illicit Bitcoin transactions: challenges in getting to the who, what, when and where",2018,JOURNAL OF MONEY LAUNDERING CONTROL,10.1108/JMLC-07-2017-0031,,,,
Oosthuizen M;Scheepers C,Strategic foresight for organizational agility at Nedbank Area Collaboration,2018,EMERALD EMERGING MARKETS CASE STUDIES,10.1108/EEMCS-12-2016-0221,,,,
West J;Chu M;Crooks L;Bradley-Ho M,Strategy war games: how business can outperform the competition,2018,JOURNAL OF BUSINESS STRATEGY,10.1108/JBS-11-2017-0154,,,,
Zetzsche D;Preiner C,Cross-Border Crowdfunding: Towards a Single Crowdlending and Crowdinvesting Market for Europe,2018,EUROPEAN BUSINESS ORGANIZATION LAW REVIEW,10.1007/S40804-018-0110-X,,,,
Bataev A,Analysis of the Application of Big Data Technologies in the Financial Sphere,2018,,10.1109/ITMQIS.2018.8525121,,,,
Staykova K;Damsgaard S,Dual-Track’s Strategy for Incumbent’s Transformation: The Case of Danske Bank Adopting a Platform Business Model,2018,MANAGEMENT FOR PROFESSIONALS,10.1007/978-3-319-95273-4_7,,,,
Santhappan J;Chokkalingam P,An Intelligent Market Capitalization Predictive System Using Deep Learning,2018,,10.1109/ICACAT.2018.8933727,,,,
Koç A;Yavuz K;Çabuk E;Dalkiliç U,Towards Secure E-Voting Using Ethereum Blockchain,2018,,10.1109/ISDFS.2018.8355340,,,,
Faradynawati I,The Impact of Perceived Risk and Trust on Consumer Intention to Use FinTech Payment in Indonesia,2018,INTERNATIONAL REVIEW OF FINANCIAL CONSUMERS,10.36544/IRFC.2018.1-1.3,,,,
Xu L,"The Impact, Trend and Corporate Strategy of the FinTech Industry",2018,PROCEEDINGS OF THE 2020 4TH INTERNATIONAL SEMINAR ON EDUCATION MANAGEMENT AND SOCIAL SCIENCES ISEMSS 2020,10.2991/ICMESS-18.2018.3,,,,
Rusydiana A,DEVELOPING ISLAMIC FINANCIAL TECHNOLOGY IN INDONESIA,2018,HASANUDDIN ECONOMICS AND BUSINESS REVIEW,10.26487/HEBR.V2I2.1550,,,,
Narayan S;Sahminan W,HAS FINTECH INFLUENCED INDONESIA’S EXCHANGE RATE AND INFLATION?,2018,BULETIN EKONOMI MONETER DAN PERBANKAN,10.21098/BEMP.V21I2.966,,,,
Ali H;Zaki Zain M;Saqib Hashmi H;Hassan Abbas M;Waqas Shahid M;Tariq U,Awareness and Knowledge of Fintech among Islamic Banking and Finance Students in Pakistan,2018,ISLAMIC BANKING AND FINANCE REVIEW,10.32350/IBFR.2018.05.01,,,,
Fáykiss P;Papp D;Sajtos P;Tőrös Á,A FinTech-innovációk ösztönzésének szabályozói eszközei: Innovation Hub és Regulatory Sandbox a nemzetközi gyakorlatban,2018,HITELINTÉZETI SZEMLE,10.25201/HSZ.17.2.4367,,,,
Ryu H,Understanding Benefit and Risk Framework of Fintech Adoption: Comparison of Early Adopters and Late Adopters,2018,2016 49TH HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES HICSS,10.24251/HICSS.2018.486,,,,
Zick S,FinTech and Consumer Protection: How to Guide a Consumer Towards a Better Decision.,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3173609,,,,
Zaín A,"FACTIBILITY OF FINTECHS AS A COMPLEMENT FOR THE NOWADAYS FINANCIAL SYSTEM (ARGENTINA, 2017)",2018,PERSPECTIVAS,10.19137/PERSPECTIVAS-2018-V8N1A04,,,,
Fáykiss P;Papp D;Sajtos P;Tőrös Á,Regulatory Tools to Encourage FinTech Innovations: The Innovation Hub and Regulatory Sandbox in International Practice,2018,HITELINTÉZETI SZEMLE,10.25201/FER.17.2.4367,,,,
Tajudin M;Musa M,Issues and Trends in Open Innovation amongst Malaysian Fintech Start-ups,2018,INTERNATIONAL JOURNAL OF ACADEMIC RESEARCH IN BUSINESS AND SOCIAL SCIENCES,10.6007/IJARBSS/V8-I9/4874,,,,
俊剛 井,"Fintech革命が保険監督,保険業界に与える影響",2018,HOKENGAKUZASSHI JOURNAL OF INSURANCE SCIENCE,10.5609/JSIS.2018.640_1,,,,
Lee H;Han J,A Study on Mobile Easy Payment Service Based on FinTech to Reduce Smart Divide and Income Gap,2018,INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY,10.14257/IJAST.2018.116.04,,,,
Young Y,Study on Usability and Risk Recognition of FinTech-based Simple Payment Service Users,2018,JOURNAL OF DISTRIBUTION AND MANAGEMENT RESEARCH,10.17961/JDMR.21.5.201810.185,,,,
Wang W,The International Political Economy of Fintech(金融科技): Rivalry between the United States and China,2018,NATIONAL STRATEGY,10.35390/SEJONG.24.2.201805.006,,,,
L Rapp A,The Politics of Finance: FinTech and Bitcoin in Late Modernity.,2018,JOURNAL OF FINANCE AND MARKETING,10.35841/FINANCE-MARKETING.2.1.17-18,,,,
Al-Ajlouni A;Al-Hakim M,Financial Technology in Banking Industry: Challenges and Opportunities,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3340363,,,,
Semenog A;Tsyrulyk S,FOREIGN EXPERIENCE OF THE FINTECH SERVICES REGULATION,2018,PROBLEMS OF SYSTEMIC APPROACH IN THE ECONOMY,10.32782/2520-2200/2018-5-31,,,,
Stephen M. S,Factors and Principles that Stimulate FinTech Growth: A Case of Safaricom Company in Kenya,2018,LEARNING COMMUNITYAN INTERNATIONAL JOURNAL OF EDUCATIONAL AND SOCIAL DEVELOPMENT,10.30954/2231-458X.01.2018.1,,,,
Wulandari P;Wijayanti P;Fitriasari A,BUSINESS ANALYSIS AND DESIGNING MODELS OF GOVERNANCE AND ALSO RISK MANAGEMENT FOR FINTECH AS EFFORTS OF FINANCING OPTIMIZATION IN MSMEs,2018,THE INTERNATIONAL JOURNAL OF ACCOUNTING AND BUSINESS SOCIETY,10.21776/UB.IJABS.2018.26.2.5,,,,
- R;Yosepha S,The Role of Fintech Encourages the Export of Small Medium Enterprises in Indonesia,2018,JOURNAL OF SOCIAL AND DEVELOPMENT SCIENCES,10.22610/JSDS.V9I3.2478,,,,
Jarletti Gonçalves de Oliveira A;Mussolini Desidério L,"Resenha: “FinTech: Desafios da Tecnologia Financeira”, coordenado por Ana Perestrelo de Oliveira",2018,REVISTA DE DIREITO ECONÔMICO E SOCIOAMBIENTAL,10.7213/REV.DIR.ECON.SOC.V9I2.24613,,,,
Kumail Abbas Rizvi S;Naqvi B;Tanveer F,Is Pakistan Ready to Embrace Fintech Innovation?,2018,THE LAHORE JOURNAL OF ECONOMICS,10.35536/LJE.2018.V23.I2.A6,,,,
Fuster A;Plosser M;Schnabl C;Vickery P,The Role of Technology in Mortgage Lending,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3127175,,,,
Yarli D,ANALISIS AKAD TIJARAH PADA TRANSAKSI FINTECH SYARIAH DENGAN PENDEKATAN MAQHASID,2018,YUDISIA JURNAL PEMIKIRAN HUKUM DAN HUKUM ISLAM,10.21043/YUDISIA.V9I2.4766,,,,
Muzdalifa I;Rahma I;Novalia A,Peran Fintech Dalam Meningkatkan Keuangan Inklusif Pada UMKM Di Indonesia (Pendekatan Keuangan Syariah),2018,JURNAL MASHARIF ALSYARIAH JURNAL EKONOMI DAN PERBANKAN SYARIAH,10.30651/JMS.V3I1.1618,,,,
Wulandari F,"PEER TO PEER LENDING DALAM POJK, PBI DAN FATWA DSN MUI",2018,AHKAM JURNAL HUKUM ISLAM,10.21274/AHKAM.2018.6.2.241-266,,,,
Drasch B;Schweizer J;Urbach A,Integrating the ‘Troublemakers’: A taxonomy for cooperation between banks and fintechs,2018,JOURNAL OF ECONOMICS AND BUSINESS,10.1016/J.JECONBUS.2018.04.002,,,,
Gozman D;Liebenau J;Mangan J,The Innovation Mechanisms of Fintech Start-Ups: Insights from SWIFT’s Innotribe Competition,2018,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10.1080/07421222.2018.1440768,,,,
Didenko A,Regulating FinTech: Lessons from Africa,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3135604,,,,
Bañuelos Castro L,Las regulaciones Fintech del Reino Unido. La estrategia de inclusión financiera para México,2018,INTERNACIONES,10.32870/IN.V0I14.7080,,,,
Gerlach J;Rugilo D,The Predicament of Fintechs in the Environment of Traditional Banking Sector Regulation – An Analysis of Regulatory Sandboxes as a Possible Solution,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3233435,,,,
Rachman M;Nur Salam A,The Reinforcement of Zakat Management through Financial Technology Systems,2018,INTERNATIONAL JOURNAL OF ZAKAT,10.37706/IJAZ.V3I1.68,,,,
Matsumura Y,"Information Advantage, Relationship Advantage and Competition in Banking Industry",2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3129614,,,,
Natalia D;Shihab M,Public Relations Strategies to Built Financial Technology (Fintech) Awareness The ‘Koinworks’ Way,2018,PROCEEDINGS OF THE 2020 4TH INTERNATIONAL SEMINAR ON EDUCATION MANAGEMENT AND SOCIAL SCIENCES ISEMSS 2020,10.2991/ICOMACS-18.2018.62,,,,
Cassinello N;Conte I;Jiménez C;del Villar J,El desarrollo de las soluciones Fintech en España,2018,ICADE REVISTA DE LA FACULTAD DE DERECHO,10.14422/ICADE.I101.Y2017.002,,,,
Yermack D,"Fintech in Sub-Saharan Africa: What Has Worked Well, and What Hasn't",2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3240899,,,,
Antoni Haber J;D'yakonova I;Milchakova A,Estimation of fintech market in Ukraine in terms of global development of financial and banking systems,2018,PUBLIC AND MUNICIPAL FINANCE,10.21511/PMF.07(2).2018.02,,,,
Navaretti G;Calzolari B;Mansilla-Fernandez G;Pozzolo J,Fintech and Banking. Friends or Foes?,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3099337,,,,
,Effects of Project Innovation Services on the Growth of Commercial Banks: A Case Study of Fintech Project of KCB Bank (Kenya) Limited,2018,IJARKE BUSINESS  MANAGEMENT JOURNAL,10.32898/IBMJ.01/1.2ARTICLE10,,,,
García J,Las nuevas invasiones bárbaras,2018,REVIEW OF GLOBAL MANAGEMENT,10.19083/RGM.V3I2.765,,,,
Матвеевский С,ПЕРСПЕКТИВЫ ИСПОЛЬЗОВАНИЯ ФИНАНСОВЫХ ТЕХНОЛОГИЙ БАНКАМИ РАЗВИТИЯ НА ПРИМЕРЕ АЗИАТСКОГО БАНКА РАЗВИТИЯ И ВНЕШЭКОНОМБАНКА РОССИИ,2018,VESTNIK UNIVERSITETA,10.26425/1816-4277-2018-5-147-154,,,,
Omarova S,New Tech v. New Deal: Fintech As A Systemic Phenomenon,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3224393,,,,
Hakim Ghazali N,Awareness and Perception Analysis of Small Medium Enterprise and Start-up Towards FinTech Instruments: Crowdfunding and Peer-to-Peer Lending in Malaysia,2018,INTERNATIONAL JOURNAL OF FINANCE AND BANKING RESEARCH,10.11648/J.IJFBR.20180401.12,,,,
DiLorenzo V,Fintech Lending: A Study of Expectations Versus Market Outcomes,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3247112,,,,
Lebid O;(Kharkiv U;Chmutova S;Zuieva K;Veits K,sk assessment of the bank’s involvement in legalization of questionable income considering the influence of FinTech innovations implementation,2018,MARKETING AND MANAGEMENT OF INNOVATIONS,10.21272/MMI.2018.2-19,,,,
Omarova S,New Tech v. New Deal: Fintech as a Systemic Phenomenon,2018,LAWARXIV,10.31228/OSF.IO/9V3P2,,,,
Iman N,Memahami Dinamika Tekfin di Indonesia (Understanding the Dynamics of Fintech in Indonesia),2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3226568,,,,
Ingle L,Why Build a Sandbox on a Beach? An Analysis of Fintech Regulation in New Zealand,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3156088,,,,
Talib A;Yew C,"A REVIEW OF FINTECH REGULATIONS IN EMERGING COUNTRIES’ ECONOMIES – CHINA, SINGAPORE AND HONG KONG",2018,PROCEEDINGS OF THE 2020 4TH INTERNATIONAL SEMINAR ON EDUCATION MANAGEMENT AND SOCIAL SCIENCES ISEMSS 2020,10.2991/ICLGG-17.2018.6,,,,
Alwi A,Pembiayaan Berbasis Teknologi Informasi (Fintech) yang Berdasarkan Syariah,2018,ALQANUN JURNAL PEMIKIRAN DAN PEMBAHARUAN HUKUM ISLAM,10.15642/ALQANUN.2018.21.2.255-271,,,,
Bömer M;Schwienbacher A,Resource-Based Perspective of VC Investments in Fintech,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3312793,,,,
Sanjaya N;Do B;Salim U;Moko W,"Influence Socially Responsible Human Resource Management, Technostress Creators And Employee Satisfaction To Use Fintech (Study On Financial Institutions In Indonesia)",2018,ASIA PACIFIC MANAGEMENT AND BUSINESS APPLICATION,10.21776/UB.APMBA.2018.007.02.2,,,,
Xiang D;Zhang Y;Worthington A,Determinants of the Use of Fintech Finance Among Chinese Small and Medium-Sized Enterprises,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3163234,,,,
Ojo O;Nwaokike U,Disruptive Technology and the Fintech Industry in Nigeria: Imperatives for Legal and Policy Responses,2018,SSRN ELECTRONIC JOURNAL,10.2139/SSRN.3306164,,,,
Rumondang A,The Utilization of Fintech (P2P Landing) as SME’s Capital Solution in Indonesia: Perspective in Islamic Economics (Qirad),2018,INTERNATIONAL CONFERENCE OF MOSLEM SOCIETY,10.24090/ICMS.2018.1818,,,,
