issn,eissn,subj_areas
10707212,,Medicine
08984697,,Medicine
00012475,,Medicine
10859586,,Health Professions
0066071X,,Medicine
10728929,,Medicine
10412344,,Chemical Engineering
00012491,03649962,Engineering
10412336,,Engineering
17326761,,Social Sciences
,20502680,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
1029368X,,Engineering
16102932,,"Business, Management and Accounting; Social Sciences"
23648252,23648260,Arts and Humanities; Energy; Social Sciences
01173375,,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
23852526,,Arts and Humanities; Social Sciences
15987868,27656500,"Business, Management and Accounting"
23225718,23225726,"Biochemistry, Genetics and Molecular Biology; Medicine"
22338276,22338268,Medicine
13602381,1743792X,"Business, Management and Accounting"
10294414,,Nursing
15981037,,Social Sciences
14441683,1447056X,Medicine
13280163,,Medicine
15220966,,Social Sciences
14442213,17409314,Social Sciences
09647058,14406047,Medicine; Nursing
02188791,17426855,Social Sciences
21803463,22899057,Social Sciences
13852140,18758258,Environmental Science
,22043136,Medicine; Health Professions
10384111,17447941,"Business, Management and Accounting"
22885404,22886818,Decision Sciences; Social Sciences
02174561,,"Business, Management and Accounting; Economics, Econometrics and Finance"
13555855,17584248,"Business, Management and Accounting"
,23572205,Mathematics
02179687,,"Pharmacology, Toxicology and Pharmaceutics"
23276665,23276673,Social Sciences
29949769,21650993,Social Sciences
,21640602,Psychology; Social Sciences
10941665,17416507,"Business, Management and Accounting; Social Sciences"
13881906,15718158,Social Sciences
10192557,,Social Sciences
10293132,,"Business, Management and Accounting"
1326365X,23215410,Social Sciences
13209787,,"Business, Management and Accounting; Chemical Engineering"
24249335,24249270,Medicine; Social Sciences; Health Professions
14444976,,Earth and Planetary Sciences; Engineering
23306343,23306351,Arts and Humanities; Social Sciences
13607456,14678373,Social Sciences
15590968,15592960,Arts and Humanities; Social Sciences
0285726X,,Chemical Engineering
24263958,24910929,Medicine
08912823,,Earth and Planetary Sciences; Environmental Science
13942603,21804184,"Business, Management and Accounting"
18234992,19858299,"Business, Management and Accounting; Economics, Econometrics and Finance"
03068374,14771500,"Economics, Econometrics and Finance; Social Sciences"
00927678,19401590,"Economics, Econometrics and Finance; Social Sciences"
09717730,,Agricultural and Biological Sciences; Arts and Humanities; Social Sciences
10720367,,Medicine
19481985,19481993,Psychology
13351257,,Arts and Humanities; Social Sciences
07320515,,Medicine
,,Medicine
01171968,,Social Sciences
1683478X,21684227,Social Sciences
18583431,24146994,Social Sciences
17939453,17938759,Arts and Humanities; Medicine; Nursing; Social Sciences
19057415,1875855X,"Biochemistry, Genetics and Molecular Biology"
09727566,,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
14724782,14769328,"Business, Management and Accounting; Social Sciences"
02184923,18165370,Medicine
02189275,17936772,"Business, Management and Accounting"
13565389,,Chemical Engineering
1059440X,20496710,Arts and Humanities; Social Sciences
17382084,27653390,Social Sciences
25182544,23138343,"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
01161105,19967241,"Economics, Econometrics and Finance; Social Sciences"
23523077,23523085,Arts and Humanities; Social Sciences
09729488,,Chemistry
23052147,22226737,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
13513958,14678381,"Economics, Econometrics and Finance; Social Sciences"
15353516,15360083,"Economics, Econometrics and Finance; Social Sciences"
18328105,17483131,"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
20463162,20463170,Social Sciences
17381460,,Arts and Humanities; Social Sciences
13488678,23312548,Arts and Humanities; Social Sciences
18333001,22060979,Arts and Humanities; Social Sciences
14631369,14692953,Social Sciences
18826865,,Arts and Humanities; Social Sciences
01166514,20733720,Agricultural and Biological Sciences; Environmental Science
03852342,,Arts and Humanities; Social Sciences
,,Medicine
10225706,,Social Sciences
20950357,,Agricultural and Biological Sciences
12268240,,"Arts and Humanities; Business, Management and Accounting; Social Sciences"
,22886168,Social Sciences
24599700,24434175,"Business, Management and Accounting"
18191894,,Agricultural and Biological Sciences
,25804537,Agricultural and Biological Sciences
,23078553,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine"
23041455,22244433,Agricultural and Biological Sciences; Social Sciences
1008682X,17457262,Medicine
2468824X,,Medicine
16839919,,Agricultural and Biological Sciences; Veterinary
18191878,,Agricultural and Biological Sciences
,23086262,Arts and Humanities; Social Sciences
19963343,,General
19766912,22871160,Earth and Planetary Sciences; Environmental Science
18159923,,"Biochemistry, Genetics and Molecular Biology; Medicine"
19854064,21803137,"Business, Management and Accounting"
22106723,22106731,"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
24634522,11788933,"Business, Management and Accounting; Social Sciences"
18140068,,"Biochemistry, Genetics and Molecular Biology"
09707077,,Chemistry
15630854,2522011X,Engineering
19921470,20772033,Agricultural and Biological Sciences; Medicine; Nursing
01292986,17420911,Social Sciences
19320205,,Social Sciences
20578911,2057892X,Social Sciences
,22787666,Agricultural and Biological Sciences; Environmental Science
15618625,19346093,Engineering; Mathematics
18710131,1871014X,Social Sciences
19947879,20772041,Agricultural and Biological Sciences
09714456,09760563,Agricultural and Biological Sciences; Veterinary
18191886,21523509,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
,23123656,"Economics, Econometrics and Finance; Social Sciences"
17585902,17585910,Medicine
19921462,2077205X,Medicine
,25802844,Agricultural and Biological Sciences
18191576,,Medicine
25885839,25884328,Chemistry; Environmental Science; Materials Science
,2188059X,Social Sciences
16823915,19935994,Earth and Planetary Sciences
20442513,20442521,Social Sciences
,21544611,"Economics, Econometrics and Finance; Social Sciences"
20529015,20529023,Social Sciences
23220058,23482451,Social Sciences
09728201,09730621,"Business, Management and Accounting"
10936106,19450036,Mathematics
09723005,,"Biochemistry, Genetics and Molecular Biology; Environmental Science; Immunology and Microbiology"
,26511339,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
18186270,,Nursing
15602133,,Medicine
09156992,,Medicine; Dentistry
21935807,21935815,Chemistry
22882693,22882707,Arts and Humanities; Social Sciences
09742441,24553891,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
22501444,22501460,"Pharmacology, Toxicology and Pharmaceutics"
18180876,2221285X,"Pharmacology, Toxicology and Pharmaceutics"
09738398,1998409X,"Pharmacology, Toxicology and Pharmaceutics"
,27314642,Arts and Humanities
18191541,,Agricultural and Biological Sciences
16823974,18125697,Agricultural and Biological Sciences
02185377,,Social Sciences
18193609,,Agricultural and Biological Sciences; Veterinary
18762018,18762026,Medicine; Psychology
19921454,20772076,General
20925212,,"Business, Management and Accounting; Decision Sciences; Social Sciences"
,27724204,Medicine; Psychology; Social Sciences
13672223,1467839X,Psychology; Social Sciences
15684849,15685314,Social Sciences
09719237,,Chemistry
,26672391,Neuroscience; Psychology; Social Sciences
2008000X,20087209,Medicine
,25829912,Mathematics
10159584,02193108,Medicine
19761597,21586721,"Business, Management and Accounting; Economics, Econometrics and Finance"
09736247,19983565,Medicine
18237797,26009749,Social Sciences
22143882,22143890,Medicine
09729860,18758568,Environmental Science
12259276,,Social Sciences
18195164,,"Economics, Econometrics and Finance; Medicine; Social Sciences"
0004461X,,Medicine
1573420X,15734218,Arts and Humanities; Medicine
10138064,,Medicine
00449202,15535630,Arts and Humanities
19851944,,Agricultural and Biological Sciences; Environmental Science
19761317,20937482,Nursing
09722688,,Medicine
10266461,,Chemical Engineering; Earth and Planetary Sciences; Energy; Environmental Science; Mathematics
,23736658,Nursing
0125877X,22288694,Immunology and Microbiology; Medicine
15137368,,"Biochemistry, Genetics and Molecular Biology; Medicine"
23050500,23050519,Agricultural and Biological Sciences; Medicine; Veterinary
02185385,,Social Sciences
22211691,25889222,"Biochemistry, Genetics and Molecular Biology"
22221808,,Medicine
19957645,23524146,Medicine
02589184,,Social Sciences
00668435,15358283,Agricultural and Biological Sciences; Arts and Humanities; Social Sciences
09552367,14692961,Arts and Humanities
19430779,19430787,Social Sciences
17441730,17441749,Social Sciences
13217348,17588863,"Business, Management and Accounting; Economics, Econometrics and Finance"
12290351,27136531,"Economics, Econometrics and Finance"
2287965X,22879811,Arts and Humanities; Social Sciences
14799855,,Social Sciences
19112017,19112025,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
17531403,17531411,Social Sciences
19761902,19767846,Medicine
22325131,23504226,Arts and Humanities; Social Sciences
03147533,,Arts and Humanities; Social Sciences
10357823,14678403,Arts and Humanities; Social Sciences
00044687,1533838X,Social Sciences
09713425,,"Agricultural and Biological Sciences; Business, Management and Accounting; Engineering"
07425457,15272109,Arts and Humanities
,21855560,Social Sciences
1225925X,,Social Sciences
10112367,19765517,Agricultural and Biological Sciences
17935571,17937183,Mathematics
27012689,2625378X,Arts and Humanities; Social Sciences
08189935,14678411,"Economics, Econometrics and Finance; Social Sciences"
,23635169,Arts and Humanities; Social Sciences
01256718,,Medicine
03892328,,Medicine
,2832157X,"Arts and Humanities; Economics, Econometrics and Finance"
13586653,,Social Sciences
01195646,22437908,Social Sciences
13872834,15736946,"Economics, Econometrics and Finance"
16094913,,Social Sciences
10293574,,"Business, Management and Accounting; Economics, Econometrics and Finance"
16081625,21642257,"Business, Management and Accounting; Economics, Econometrics and Finance"
19767633,19767951,Earth and Planetary Sciences
17574323,17574331,"Business, Management and Accounting; Social Sciences"
19322135,,Chemical Engineering; Energy; Environmental Science
17437555,17437563,Medicine
11752882,,Social Sciences
20419945,20416156,"Economics, Econometrics and Finance"
18377122,18377130,Medicine; Social Sciences; Health Professions
22891471,,"Business, Management and Accounting; Environmental Science; Social Sciences"
01287451,,"Biochemistry, Genetics and Molecular Biology"
17596637,17596645,Medicine
23475625,23496673,Medicine; Nursing
02175959,17937019,Decision Sciences
21620989,21620989,Medicine
10105395,19412479,Medicine
,25097954,"Economics, Econometrics and Finance; Energy; Social Sciences"
19761961,22335234,Psychology; Social Sciences
10185291,,Social Sciences
,25396293,Agricultural and Biological Sciences; Engineering; Medicine
,22146873,Medicine; Health Professions
1359866X,14692945,Social Sciences
,15574660,Arts and Humanities; Social Sciences
22151354,22151362,Arts and Humanities; Social Sciences
1014885X,,Medicine
08916683,,Social Sciences
0259238X,15644278,Social Sciences
17585864,17585872,Medicine
13439006,,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
,23641177,Social Sciences
01198386,,"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
22142304,22142312,Social Sciences
19853106,,Arts and Humanities; Social Sciences
10126244,,Medicine
03233790,,Social Sciences
13089234,,Immunology and Microbiology; Medicine
03241300,,Medicine
05698197,,Engineering; Materials Science; Physics and Astronomy
20503806,20503814,Computer Science; Social Sciences
0001253X,,Computer Science; Social Sciences
00447897,,Immunology and Microbiology
18236782,,General
28328450,28328469,Engineering; Materials Science
00973912,,Engineering
17590914,17590914,Medicine; Neuroscience
12468185,21086354,Arts and Humanities; Social Sciences
11328231,23404795,Arts and Humanities; Social Sciences
19332882,19332890,Arts and Humanities; Social Sciences
08839743,,Medicine
00044954,,Engineering
1540658X,15578127,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
10508171,,Engineering
00977063,,Engineering
01445154,,Engineering
00045063,,Engineering
10752935,,Arts and Humanities; Social Sciences
10731911,15523489,Psychology
02602938,1469297X,Social Sciences
18711294,,Medicine; Psychology
15345084,19387458,Psychology; Social Sciences; Health Professions
0969594X,1465329X,Social Sciences
03071367,,Social Sciences
07932952,,Medicine
00045128,,Medicine
15223949,,Medicine
10512446,,Medicine
10948465,,"Biochemistry, Genetics and Molecular Biology; Medicine"
15925986,,Nursing
10400435,19493614,Medicine; Health Professions
,19387261,Engineering; Medicine; Health Professions
1383813X,18798071,Engineering; Medicine
10125973,23145226,Veterinary
23645733,23645741,Mathematics; Social Sciences
08409331,,Earth and Planetary Sciences
18638171,1863818X,"Economics, Econometrics and Finance; Mathematics; Social Sciences"
